Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00   32400/32400       std::_Function_base::_Base_manager<B(double, double, int, std::vector<double, std::allocator<double> >&, int)::{lambda(double)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<B(double, double, int, std::vector<double, std::allocator<double> >&, int)::{lambda(double)#1}> const&, std::_Manager_operation) [45]
                0.00    0.00    6480/17441       std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [50]
                0.00    0.00     720/1920        std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_default_append(unsigned long) [77]
                0.00    0.00      80/160         std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >::_M_default_append(unsigned long) [119]
-----------------------------------------------
                0.00    0.23      80/80          step(int, double, double, double, double, bool, bool, bool, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, int, double, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [1]
[15]     0.6    0.00    0.23      80         verschVek(std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, double, double, double, double, int) [15]
                0.20    0.00     720/720         std::_Function_base::_Base_manager<verschVek(std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, double, double, double, double, int)::{lambda(double)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<verschVek(std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, double, double, double, double, int)::{lambda(double)#1}> const&, std::_Manager_operation) [16]
                0.00    0.03     720/911520      Integral(std::function<double (double)> const&, double, double, int) <cycle 1> [4]
                0.00    0.00      80/17441       std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [50]
-----------------------------------------------
                0.20    0.00     720/720         verschVek(std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, double, double, double, double, int) [15]
[16]     0.5    0.20    0.00     720         std::_Function_base::_Base_manager<verschVek(std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, double, double, double, double, int)::{lambda(double)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<verschVek(std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, double, double, double, double, int)::{lambda(double)#1}> const&, std::_Manager_operation) [16]
-----------------------------------------------
                0.00    0.16      80/80          step(int, double, double, double, double, bool, bool, bool, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, int, double, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [1]
[17]     0.4    0.00    0.16      80         mM(double, double, std::vector<double, std::allocator<double> >&, double, int) [17]
                0.02    0.14    3600/911520      Integral(std::function<double (double)> const&, double, double, int) <cycle 1> [4]
                0.00    0.00    3600/3600        std::_Function_base::_Base_manager<m(int, int, double, double, std::vector<double, std::allocator<double> > const&, double, int)::{lambda(double)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<m(int, int, double, double, std::vector<double, std::allocator<double> > const&, double, int)::{lambda(double)#1}> const&, std::_Manager_operation) [68]
                0.00    0.00     720/17441       std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [50]
                0.00    0.00      80/1920        std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_default_append(unsigned long) [77]
-----------------------------------------------
                             5248800             Integral(std::function<double (double)> const&, double, double, int) <cycle 1> [4]
[18]     0.4    0.12    0.03 5248800         std::_Function_handler<double (double), B(double, double, int, std::vector<double, std::allocator<double> >&, int)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) <cycle 1> [18]
                0.03    0.00 5248800/6953040     std::_Function_base::_Base_manager<CosInt(int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<CosInt(int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}> const&, std::_Manager_operation) [20]
                0.01    0.00 1164960/1164960     std::_Function_base::_Base_manager<dCosInt(int, int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<dCosInt(int, int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}> const&, std::_Manager_operation) [27]
                             6413760             Integral(std::function<double (double)> const&, double, double, int) <cycle 1> [4]
-----------------------------------------------
                             5248800             Integral(std::function<double (double)> const&, double, double, int) <cycle 1> [4]
[19]     0.3    0.10    0.03 5248800         std::_Function_handler<double (double), A(double, double, int, std::vector<double, std::allocator<double> >&, int)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) <cycle 1> [19]
                0.02    0.00 5248800/6953040     std::_Function_base::_Base_manager<SinInt(int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<SinInt(int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}> const&, std::_Manager_operation) [21]
                0.01    0.00 1164960/1164960     std::_Function_base::_Base_manager<dSinInt(int, int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<dSinInt(int, int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}> const&, std::_Manager_operation) [23]
                             6413760             Integral(std::function<double (double)> const&, double, double, int) <cycle 1> [4]
-----------------------------------------------
                0.00    0.00   58320/6953040     u(int, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, int, double, double, double, double) [9]
                0.00    0.00  583200/6953040     std::_Function_handler<double (double), m(int, int, double, double, std::vector<double, std::allocator<double> > const&, double, int)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) <cycle 1> [22]
                0.01    0.00 1062720/6953040     CosInt(int, double, double, std::vector<double, std::allocator<double> > const&, int) <cycle 1> [25]
                0.03    0.00 5248800/6953040     std::_Function_handler<double (double), B(double, double, int, std::vector<double, std::allocator<double> >&, int)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) <cycle 1> [18]
[20]     0.1    0.04    0.00 6953040         std::_Function_base::_Base_manager<CosInt(int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<CosInt(int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}> const&, std::_Manager_operation) [20]
-----------------------------------------------
                0.00    0.00  291600/6953040     V(int, int, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, int, double, double, double, double) [5]
                0.01    0.00 1412640/6953040     SinInt(int, double, double, std::vector<double, std::allocator<double> > const&, int) <cycle 1> [24]
                0.02    0.00 5248800/6953040     std::_Function_handler<double (double), A(double, double, int, std::vector<double, std::allocator<double> >&, int)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) <cycle 1> [19]
[21]     0.1    0.03    0.00 6953040         std::_Function_base::_Base_manager<SinInt(int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<SinInt(int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}> const&, std::_Manager_operation) [21]
-----------------------------------------------
                              583200             Integral(std::function<double (double)> const&, double, double, int) <cycle 1> [4]
[22]     0.0    0.01    0.00  583200         std::_Function_handler<double (double), m(int, int, double, double, std::vector<double, std::allocator<double> > const&, double, int)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) <cycle 1> [22]
                0.00    0.00  583200/6953040     std::_Function_base::_Base_manager<CosInt(int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<CosInt(int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}> const&, std::_Manager_operation) [20]
                             1166400             SinInt(int, double, double, std::vector<double, std::allocator<double> > const&, int) <cycle 1> [24]
                              583200             Integral(std::function<double (double)> const&, double, double, int) <cycle 1> [4]
                              583200             CosInt(int, double, double, std::vector<double, std::allocator<double> > const&, int) <cycle 1> [25]
-----------------------------------------------
                0.01    0.00 1164960/1164960     std::_Function_handler<double (double), A(double, double, int, std::vector<double, std::allocator<double> >&, int)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) <cycle 1> [19]
[23]     0.0    0.01    0.00 1164960         std::_Function_base::_Base_manager<dSinInt(int, int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<dSinInt(int, int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}> const&, std::_Manager_operation) [23]
-----------------------------------------------
                              116640             std::_Function_handler<double (double), verschVek(std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, double, double, double, double, int)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) <cycle 1> [36]
                             1166400             std::_Function_handler<double (double), m(int, int, double, double, std::vector<double, std::allocator<double> > const&, double, int)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) <cycle 1> [22]
                0.28    2.51   64800/911520      V(int, int, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, int, double, double, double, double) [5]
                0.28    2.51   64800/911520      u(int, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, int, double, double, double, double) [9]
[24]     0.0    0.00    0.01 1412640         SinInt(int, double, double, std::vector<double, std::allocator<double> > const&, int) <cycle 1> [24]
                0.01    0.00 1412640/6953040     std::_Function_base::_Base_manager<SinInt(int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<SinInt(int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}> const&, std::_Manager_operation) [21]
                             1412640             Integral(std::function<double (double)> const&, double, double, int) <cycle 1> [4]
-----------------------------------------------
                              116640             std::_Function_handler<double (double), verschVek(std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, double, double, double, double, int)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) <cycle 1> [36]
                              583200             std::_Function_handler<double (double), m(int, int, double, double, std::vector<double, std::allocator<double> > const&, double, int)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) <cycle 1> [22]
                0.03    0.25    6480/911520      u(int, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, int, double, double, double, double) [9]
                1.55   13.81  356400/911520      V(int, int, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, int, double, double, double, double) [5]
[25]     0.0    0.00    0.01 1062720         CosInt(int, double, double, std::vector<double, std::allocator<double> > const&, int) <cycle 1> [25]
                0.01    0.00 1062720/6953040     std::_Function_base::_Base_manager<CosInt(int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<CosInt(int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}> const&, std::_Manager_operation) [20]
                             1062720             Integral(std::function<double (double)> const&, double, double, int) <cycle 1> [4]
-----------------------------------------------
                                                 <spontaneous>
[26]     0.0    0.01    0.00                 std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [26]
-----------------------------------------------
                0.01    0.00 1164960/1164960     std::_Function_handler<double (double), B(double, double, int, std::vector<double, std::allocator<double> >&, int)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) <cycle 1> [18]
[27]     0.0    0.01    0.00 1164960         std::_Function_base::_Base_manager<dCosInt(int, int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<dCosInt(int, int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}> const&, std::_Manager_operation) [27]
-----------------------------------------------
                0.00    0.00  233280/233280      std::_Function_handler<double (double), verschVek(std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, double, double, double, double, int)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) <cycle 1> [36]
[35]     0.0    0.00    0.00  233280         ddversch(double, double) [35]
-----------------------------------------------
                              116640             Integral(std::function<double (double)> const&, double, double, int) <cycle 1> [4]
[36]     0.0    0.00    0.00  116640         std::_Function_handler<double (double), verschVek(std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, double, double, double, double, int)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) <cycle 1> [36]
                0.00    0.00  233280/233280      ddversch(double, double) [35]
                              116640             SinInt(int, double, double, std::vector<double, std::allocator<double> > const&, int) <cycle 1> [24]
                              116640             CosInt(int, double, double, std::vector<double, std::allocator<double> > const&, int) <cycle 1> [25]
-----------------------------------------------
                0.00    0.00    1120/100400      alglib_impl::directdensesolvers_rmatrixlusolveinternal(alglib_impl::ae_matrix*, alglib_impl::ae_vector*, long, alglib_impl::ae_matrix*, bool, alglib_impl::ae_matrix*, long, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*) [139]
                0.00    0.00    5760/100400      alglib_impl::rmatrixplurec(alglib_impl::ae_matrix*, long, long, long, alglib_impl::ae_vector*, alglib_impl::ae_vector*, alglib_impl::ae_state*) [132]
                0.00    0.00    6480/100400      alglib_impl::rmatrixplu(alglib_impl::ae_matrix*, long, long, alglib_impl::ae_vector*, alglib_impl::ae_state*) [129]
                0.00    0.00   11520/100400      alglib_impl::rmatrixscaledtrsafesolve(alglib_impl::ae_matrix*, double, long, alglib_impl::ae_vector*, bool, long, bool, double, alglib_impl::ae_state*) [82]
                0.00    0.00   12800/100400      alglib_impl::xblas_xfastpow(double, long, alglib_impl::ae_state*) [73]
                0.00    0.00   12960/100400      alglib_impl::rcond_rmatrixrcondluinternal(alglib_impl::ae_matrix*, long, bool, bool, double, double*, alglib_impl::ae_state*) [112]
                0.00    0.00   13760/100400      alglib_impl::rcond_rmatrixestimatenorm(long, alglib_impl::ae_vector*, alglib_impl::ae_vector*, alglib_impl::ae_vector*, double*, long*, alglib_impl::ae_state*) [80]
                0.00    0.00   36000/100400      alglib_impl::xdot(alglib_impl::ae_vector*, alglib_impl::ae_vector*, long, alglib_impl::ae_vector*, double*, double*, alglib_impl::ae_state*) [67]
[37]     0.0    0.00    0.00  100400         alglib_impl::ae_fabs(double, alglib_impl::ae_state*) [37]
-----------------------------------------------
                0.00    0.00   99200/99200       alglib_impl::xblas_xfastpow(double, long, alglib_impl::ae_state*) [73]
[38]     0.0    0.00    0.00   99200         alglib_impl::ae_trunc(double, alglib_impl::ae_state*) [38]
-----------------------------------------------
                0.00    0.00     160/97040       alglib_impl::rcond_rmatrixrcondluinternal(alglib_impl::ae_matrix*, long, bool, bool, double, double*, alglib_impl::ae_state*) [112]
                0.00    0.00     160/97040       alglib_impl::rmatrixplu(alglib_impl::ae_matrix*, long, long, alglib_impl::ae_vector*, alglib_impl::ae_state*) [129]
                0.00    0.00     720/97040       alglib_impl::rmatrixplurec(alglib_impl::ae_matrix*, long, long, long, alglib_impl::ae_vector*, alglib_impl::ae_vector*, alglib_impl::ae_state*) [132]
                0.00    0.00   96000/97040       alglib_impl::xblas_xfastpow(double, long, alglib_impl::ae_state*) [73]
[39]     0.0    0.00    0.00   97040         alglib_impl::ae_fp_neq(double, double) [39]
-----------------------------------------------
                0.00    0.00     720/82400       alglib_impl::directdensesolvers_rmatrixlusolveinternal(alglib_impl::ae_matrix*, alglib_impl::ae_vector*, long, alglib_impl::ae_matrix*, bool, alglib_impl::ae_matrix*, long, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*) [139]
                0.00    0.00    3200/82400       alglib_impl::xblas_xfastpow(double, long, alglib_impl::ae_state*) [73]
                0.00    0.00    6480/82400       alglib_impl::rmatrixplu(alglib_impl::ae_matrix*, long, long, alglib_impl::ae_vector*, alglib_impl::ae_state*) [129]
                0.00    0.00   11520/82400       alglib_impl::safesolve_cbasicsolveandupdate(alglib_impl::ae_complex, alglib_impl::ae_complex, double, double, double, double*, alglib_impl::ae_complex*, alglib_impl::ae_state*) [56]
                0.00    0.00   11520/82400       alglib_impl::rmatrixscaledtrsafesolve(alglib_impl::ae_matrix*, double, long, alglib_impl::ae_vector*, bool, long, bool, double, alglib_impl::ae_state*) [82]
                0.00    0.00   12960/82400       alglib_impl::rcond_rmatrixrcondluinternal(alglib_impl::ae_matrix*, long, bool, bool, double, double*, alglib_impl::ae_state*) [112]
                0.00    0.00   36000/82400       alglib_impl::xdot(alglib_impl::ae_vector*, alglib_impl::ae_vector*, long, alglib_impl::ae_vector*, double*, double*, alglib_impl::ae_state*) [67]
[40]     0.0    0.00    0.00   82400         alglib_impl::ae_maxreal(double, double, alglib_impl::ae_state*) [40]
-----------------------------------------------
                0.00    0.00     160/53760       alglib_impl::rmatrixsolve(alglib_impl::ae_matrix*, long, alglib_impl::ae_vector*, long*, alglib_impl::densesolverreport*, alglib_impl::ae_vector*, alglib_impl::ae_state*) [130]
                0.00    0.00     320/53760       alglib_impl::rcond_rmatrixestimatenorm(long, alglib_impl::ae_vector*, alglib_impl::ae_vector*, alglib_impl::ae_vector*, double*, long*, alglib_impl::ae_state*) [80]
                0.00    0.00     720/53760       alglib_impl::rmatrixsolvem(alglib_impl::ae_matrix*, long, alglib_impl::ae_matrix*, long, bool, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*) [133]
                0.00    0.00    1440/53760       alglib_impl::rmatrixplu(alglib_impl::ae_matrix*, long, long, alglib_impl::ae_vector*, alglib_impl::ae_state*) [129]
                0.00    0.00    1920/53760       alglib_impl::rmatrixplurec(alglib_impl::ae_matrix*, long, long, long, alglib_impl::ae_vector*, alglib_impl::ae_vector*, alglib_impl::ae_state*) [132]
                0.00    0.00    4400/53760       alglib_impl::directdensesolvers_rmatrixlusolveinternal(alglib_impl::ae_matrix*, alglib_impl::ae_vector*, long, alglib_impl::ae_matrix*, bool, alglib_impl::ae_matrix*, long, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*) [139]
                0.00    0.00    6400/53760       alglib::_densesolverlsreport_owner::~_densesolverlsreport_owner() [95]
                0.00    0.00    6400/53760       alglib_impl::xblas_xfastpow(double, long, alglib_impl::ae_state*) [73]
                0.00    0.00   11520/53760       alglib_impl::rcond_rmatrixrcondluinternal(alglib_impl::ae_matrix*, long, bool, bool, double, double*, alglib_impl::ae_state*) [112]
                0.00    0.00   20480/53760       alglib_impl::rmatrixscaledtrsafesolve(alglib_impl::ae_matrix*, double, long, alglib_impl::ae_vector*, bool, long, bool, double, alglib_impl::ae_state*) [82]
[41]     0.0    0.00    0.00   53760         alglib_impl::ae_v_len(long, long) [41]
-----------------------------------------------
                0.00    0.00    6480/38880       u(int, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, int, double, double, double, double) [9]
                0.00    0.00   32400/38880       V(int, int, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, int, double, double, double, double) [5]
[42]     0.0    0.00    0.00   38880         Reibf(double, double, double) [42]
-----------------------------------------------
                0.00    0.00    6480/38880       u(int, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, int, double, double, double, double) [9]
                0.00    0.00   32400/38880       V(int, int, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, int, double, double, double, double) [5]
[43]     0.0    0.00    0.00   38880         dversch(double, double) [43]
-----------------------------------------------
                0.00    0.00   32400/32400       A(double, double, int, std::vector<double, std::allocator<double> >&, int) [13]
[44]     0.0    0.00    0.00   32400         std::_Function_base::_Base_manager<A(double, double, int, std::vector<double, std::allocator<double> >&, int)::{lambda(double)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<A(double, double, int, std::vector<double, std::allocator<double> >&, int)::{lambda(double)#1}> const&, std::_Manager_operation) [44]
-----------------------------------------------
                0.00    0.00   32400/32400       B(double, double, int, std::vector<double, std::allocator<double> >&, int) [14]
[45]     0.0    0.00    0.00   32400         std::_Function_base::_Base_manager<B(double, double, int, std::vector<double, std::allocator<double> >&, int)::{lambda(double)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<B(double, double, int, std::vector<double, std::allocator<double> >&, int)::{lambda(double)#1}> const&, std::_Manager_operation) [45]
-----------------------------------------------
                0.00    0.00   31840/31840       alglib_impl::safesolve_cbasicsolveandupdate(alglib_impl::ae_complex, alglib_impl::ae_complex, double, double, double, double*, alglib_impl::ae_complex*, alglib_impl::ae_state*) [56]
[46]     0.0    0.00    0.00   31840         alglib_impl::ae_c_abs(alglib_impl::ae_complex, alglib_impl::ae_state*) [46]
-----------------------------------------------
                0.00    0.00    1280/31200       alglib_impl::rmatrixscaledtrsafesolve(alglib_impl::ae_matrix*, double, long, alglib_impl::ae_vector*, bool, long, bool, double, alglib_impl::ae_state*) [82]
                0.00    0.00    9600/31200       alglib_impl::xblas_xfastpow(double, long, alglib_impl::ae_state*) [73]
                0.00    0.00   20320/31200       alglib_impl::safesolve_cbasicsolveandupdate(alglib_impl::ae_complex, alglib_impl::ae_complex, double, double, double, double*, alglib_impl::ae_complex*, alglib_impl::ae_state*) [56]
[47]     0.0    0.00    0.00   31200         alglib_impl::ae_log(double, alglib_impl::ae_state*) [47]
-----------------------------------------------
                0.00    0.00    2880/27440       alglib_impl::rcond_rmatrixestimatenorm(long, alglib_impl::ae_vector*, alglib_impl::ae_vector*, alglib_impl::ae_vector*, double*, long*, alglib_impl::ae_state*) [80]
                0.00    0.00    2880/27440       alglib_impl::rmatrixplurec(alglib_impl::ae_matrix*, long, long, long, alglib_impl::ae_vector*, alglib_impl::ae_vector*, alglib_impl::ae_state*) [132]
                0.00    0.00   21680/27440       alglib_impl::safesolve_cbasicsolveandupdate(alglib_impl::ae_complex, alglib_impl::ae_complex, double, double, double, double*, alglib_impl::ae_complex*, alglib_impl::ae_state*) [56]
[48]     0.0    0.00    0.00   27440         alglib_impl::ae_fp_greater(double, double) [48]
-----------------------------------------------
                0.00    0.00   23040/23040       alglib_impl::rmatrixscaledtrsafesolve(alglib_impl::ae_matrix*, double, long, alglib_impl::ae_vector*, bool, long, bool, double, alglib_impl::ae_state*) [82]
[49]     0.0    0.00    0.00   23040         alglib_impl::ae_complex_from_d(double) [49]
-----------------------------------------------
                0.00    0.00       1/17441       solve(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&, std::vector<double, std::allocator<double> >&) [127]
                0.00    0.00      80/17441       verschVek(std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, double, double, double, double, int) [15]
                0.00    0.00      80/17441       uVek(std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, double, double, double, double, int, double) [10]
                0.00    0.00     720/17441       convertMMatrix(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >) [123]
                0.00    0.00     720/17441       mY(std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, double, std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >&, std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >&) [125]
                0.00    0.00     720/17441       mM(double, double, std::vector<double, std::allocator<double> >&, double, int) [17]
                0.00    0.00     720/17441       mV(std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, double, double, double, double, int, double) [6]
                0.00    0.00     720/17441       K(int, double, double) [124]
                0.00    0.00     720/17441       mZ(std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, double, std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >&, std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >&) [126]
                0.00    0.00    6480/17441       A(double, double, int, std::vector<double, std::allocator<double> >&, int) [13]
                0.00    0.00    6480/17441       B(double, double, int, std::vector<double, std::allocator<double> >&, int) [14]
[50]     0.0    0.00    0.00   17441         std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [50]
-----------------------------------------------
                0.00    0.00    5120/16960       alglib_impl::rmatrixscaledtrsafesolve(alglib_impl::ae_matrix*, double, long, alglib_impl::ae_vector*, bool, long, bool, double, alglib_impl::ae_state*) [82]
                0.00    0.00    5440/16960       alglib_impl::rcond_rmatrixrcondluinternal(alglib_impl::ae_matrix*, long, bool, bool, double, double*, alglib_impl::ae_state*) [112]
                0.00    0.00    6400/16960       alglib::_densesolverlsreport_owner::~_densesolverlsreport_owner() [95]
[51]     0.0    0.00    0.00   16960         alglib_impl::ae_v_dotproduct(double const*, long, double const*, long, long) [51]
-----------------------------------------------
                0.00    0.00   14495/14495       alglib_impl::xblas_xfastpow(double, long, alglib_impl::ae_state*) [73]
[52]     0.0    0.00    0.00   14495         alglib_impl::ae_sqr(double, alglib_impl::ae_state*) [52]
-----------------------------------------------
                0.00    0.00     320/13520       alglib_impl::rcond_rmatrixrcondluinternal(alglib_impl::ae_matrix*, long, bool, bool, double, double*, alglib_impl::ae_state*) [112]
                0.00    0.00    6400/13520       alglib_impl::xblas_xfastpow(double, long, alglib_impl::ae_state*) [73]
                0.00    0.00    6800/13520       alglib_impl::xdot(alglib_impl::ae_vector*, alglib_impl::ae_vector*, long, alglib_impl::ae_vector*, double*, double*, alglib_impl::ae_state*) [67]
[53]     0.0    0.00    0.00   13520         alglib_impl::ae_fp_eq(double, double) [53]
-----------------------------------------------
                0.00    0.00   11520/11520       alglib_impl::safesolve_cbasicsolveandupdate(alglib_impl::ae_complex, alglib_impl::ae_complex, double, double, double, double*, alglib_impl::ae_complex*, alglib_impl::ae_state*) [56]
[54]     0.0    0.00    0.00   11520         alglib_impl::ae_c_neq_d(alglib_impl::ae_complex, double) [54]
-----------------------------------------------
                0.00    0.00   11520/11520       alglib_impl::safesolve_cbasicsolveandupdate(alglib_impl::ae_complex, alglib_impl::ae_complex, double, double, double, double*, alglib_impl::ae_complex*, alglib_impl::ae_state*) [56]
[55]     0.0    0.00    0.00   11520         alglib_impl::ae_c_eq_d(alglib_impl::ae_complex, double) [55]
-----------------------------------------------
                0.00    0.00   11520/11520       alglib_impl::rmatrixscaledtrsafesolve(alglib_impl::ae_matrix*, double, long, alglib_impl::ae_vector*, bool, long, bool, double, alglib_impl::ae_state*) [82]
[56]     0.0    0.00    0.00   11520         alglib_impl::safesolve_cbasicsolveandupdate(alglib_impl::ae_complex, alglib_impl::ae_complex, double, double, double, double*, alglib_impl::ae_complex*, alglib_impl::ae_state*) [56]
                0.00    0.00   31840/31840       alglib_impl::ae_c_abs(alglib_impl::ae_complex, alglib_impl::ae_state*) [46]
                0.00    0.00   21680/27440       alglib_impl::ae_fp_greater(double, double) [48]
